epoch,step,test_accuracy,test_f1score,test_iou,test_loss,test_precision,test_recall,train_accuracy,train_f1score,train_iou,train_loss,train_precision,train_recall,val_accuracy,val_f1score,val_iou,val_loss,val_precision,val_recall
14,2414,,,,,,,0.9372504353523254,0.780376136302948,0.6660813093185425,0.36897221207618713,0.780376136302948,0.780376136302948,,,,,,
15,2575,,,,,,,,,,,,,0.9415063858032227,0.7952722311019897,0.690947949886322,0.39549320936203003,0.7952722311019897,0.7952722311019897
15,2575,,,,,,,0.9406682252883911,0.7923380136489868,0.6805928349494934,0.3536476790904999,0.7923380136489868,0.7923380136489868,,,,,,
16,2736,,,,,,,,,,,,,0.9442873001098633,0.8050050735473633,0.7015581130981445,0.3902406394481659,0.8050050735473633,0.8050050735473633
16,2736,,,,,,,0.9416711926460266,0.7958482503890991,0.6861610412597656,0.35101065039634705,0.7958482503890991,0.7958482503890991,,,,,,
17,2897,,,,,,,,,,,,,0.9387398958206177,0.7855898141860962,0.679072916507721,0.3965010643005371,0.7855898141860962,0.7855898141860962
17,2897,,,,,,,0.9460552930831909,0.8111940026283264,0.7058501243591309,0.34084028005599976,0.8111940026283264,0.8111940026283264,,,,,,
18,3058,,,,,,,,,,,,,0.9432575106620789,0.8014009594917297,0.6965859532356262,0.39098191261291504,0.8014009594917297,0.8014009594917297
18,3058,,,,,,,0.9486405253410339,0.8202423453330994,0.7166279554367065,0.33599555492401123,0.8202423453330994,0.8202423453330994,,,,,,
19,3219,,,,,,,,,,,,,0.9443157911300659,0.8051053881645203,0.7030630707740784,0.39280474185943604,0.8051053881645203,0.8051053881645203
19,3219,,,,,,,0.9461922645568848,0.8116732835769653,0.7052015662193298,0.3380672037601471,0.8116732835769653,0.8116732835769653,,,,,,
20,3380,,,,,,,,,,,,,0.9469574093818665,0.8143507242202759,0.7096636295318604,0.3818220794200897,0.8143507242202759,0.8143507242202759
20,3380,,,,,,,0.9480859041213989,0.8183001279830933,0.7140719294548035,0.33976811170578003,0.8183001279830933,0.8183001279830933,,,,,,
21,3541,,,,,,,,,,,,,0.9449509382247925,0.8073280453681946,0.7032135128974915,0.3790992796421051,0.8073280453681946,0.8073280453681946
21,3541,,,,,,,0.9534062147140503,0.8369224071502686,0.7372511625289917,0.32055023312568665,0.8369224071502686,0.8369224071502686,,,,,,
22,3702,,,,,,,,,,,,,0.9470418691635132,0.8146463632583618,0.7088742852210999,0.3797852396965027,0.8146463632583618,0.8146463632583618
22,3702,,,,,,,0.9543476104736328,0.840216338634491,0.7434142231941223,0.3107207715511322,0.840216338634491,0.840216338634491,,,,,,
23,3863,,,,,,,,,,,,,0.9479738473892212,0.8179082870483398,0.7159301042556763,0.3732440173625946,0.8179082870483398,0.8179082870483398
23,3863,,,,,,,0.954479455947876,0.840677797794342,0.7434927225112915,0.3074711263179779,0.840677797794342,0.840677797794342,,,,,,
24,4024,,,,,,,,,,,,,0.9501922726631165,0.8256729245185852,0.7249910235404968,0.3808146119117737,0.8256729245185852,0.8256729245185852
24,4024,,,,,,,0.957120418548584,0.8499214053153992,0.7563474774360657,0.30508026480674744,0.8499214053153992,0.8499214053153992,,,,,,
25,4185,,,,,,,,,,,,,0.9450464248657227,0.8076626062393188,0.7061727643013,0.3857422471046448,0.8076626062393188,0.8076626062393188
25,4185,,,,,,,0.9557507634162903,0.845127284526825,0.7495316863059998,0.30553314089775085,0.845127284526825,0.845127284526825,,,,,,
26,4346,,,,,,,,,,,,,0.944333553314209,0.805167555809021,0.7051050066947937,0.3866727948188782,0.805167555809021,0.805167555809021
26,4346,,,,,,,0.957290530204773,0.8505157828330994,0.7577921152114868,0.30165717005729675,0.8505157828330994,0.8505157828330994,,,,,,
27,4507,,,,,,,,,,,,,0.9511251449584961,0.8289381265640259,0.7293058633804321,0.36848190426826477,0.8289381265640259,0.8289381265640259
27,4507,,,,,,,0.9575325846672058,0.851364254951477,0.7571678757667542,0.29545074701309204,0.851364254951477,0.851364254951477,,,,,,
28,4668,,,,,,,,,,,,,0.9525703191757202,0.8339964151382446,0.7360988259315491,0.36615246534347534,0.8339964151382446,0.8339964151382446
28,4668,,,,,,,0.9601686000823975,0.8605906367301941,0.7707776427268982,0.28924980759620667,0.8605906367301941,0.8605906367301941,,,,,,
29,4829,,,,,,,,,,,,,0.9486263394355774,0.8201919794082642,0.7229192852973938,0.386504203081131,0.8201919794082642,0.8201919794082642
29,4829,,,,,,,0.9614982008934021,0.8652439117431641,0.7770377993583679,0.2932870388031006,0.8652439117431641,0.8652439117431641,,,,,,
30,4990,,,,,,,,,,,,,0.9527301788330078,0.8345556259155273,0.7363537549972534,0.3700675368309021,0.8345556259155273,0.8345556259155273
30,4990,,,,,,,0.9627997279167175,0.8697998523712158,0.7833481431007385,0.2863096594810486,0.8697998523712158,0.8697998523712158,,,,,,
31,5151,,,,,,,,,,,,,0.9532058835029602,0.836220383644104,0.7368424534797668,0.3692276179790497,0.836220383644104,0.836220383644104
31,5151,,,,,,,0.96126788854599,0.8644383549690247,0.7773115634918213,0.2869703471660614,0.8644383549690247,0.8644383549690247,,,,,,
32,5312,,,,,,,,,,,,,0.9495848417282104,0.8235470056533813,0.7222221493721008,0.3701489567756653,0.8235470056533813,0.8235470056533813
32,5312,,,,,,,0.9626697897911072,0.8693442940711975,0.7820979952812195,0.2883343994617462,0.8693442940711975,0.8693442940711975,,,,,,
33,5473,,,,,,,,,,,,,0.9564251899719238,0.8474880456924438,0.7526748180389404,0.3646584749221802,0.8474880456924438,0.8474880456924438
33,5473,,,,,,,0.9624415040016174,0.8685454726219177,0.7835747599601746,0.27731940150260925,0.8685454726219177,0.8685454726219177,,,,,,
34,5634,,,,,,,,,,,,,0.9528267979621887,0.8348934054374695,0.7366687059402466,0.37182778120040894,0.8348934054374695,0.8348934054374695
34,5634,,,,,,,0.9649222493171692,0.8772279620170593,0.7943727970123291,0.2782193124294281,0.8772279620170593,0.8772279620170593,,,,,,
35,5795,,,,,,,,,,,,,0.9519826173782349,0.8319391012191772,0.7313006520271301,0.37884777784347534,0.8319391012191772,0.8319391012191772
35,5795,,,,,,,0.9647162556648254,0.876506507396698,0.7933275699615479,0.2691074013710022,0.876506507396698,0.876506507396698,,,,,,
36,5956,,,,,,,,,,,,,0.9514273405075073,0.8299955129623413,0.7283875346183777,0.37733882665634155,0.8299955129623413,0.8299955129623413
36,5956,,,,,,,0.9650669693946838,0.8777347803115845,0.7942453026771545,0.26407182216644287,0.8777347803115845,0.8777347803115845,,,,,,
37,6117,,,,,,,,,,,,,0.9508442878723145,0.827954888343811,0.7257987856864929,0.36902058124542236,0.827954888343811,0.827954888343811
37,6117,,,,,,,0.9657772183418274,0.8802202343940735,0.7985953092575073,0.2725929319858551,0.8802202343940735,0.8802202343940735,,,,,,
38,6278,,,,,,,,,,,,,0.9494245648384094,0.8229856491088867,0.7215337753295898,0.37297290563583374,0.8229856491088867,0.8229856491088867
38,6278,,,,,,,0.9651705026626587,0.8780981302261353,0.7961922287940979,0.26486286520957947,0.8780981302261353,0.8780981302261353,,,,,,
39,6439,,,,,,,,,,,,,0.9517061114311218,0.8309715390205383,0.7284702062606812,0.36755141615867615,0.8309715390205383,0.8309715390205383
39,6439,,,,,,,0.9667879343032837,0.8837588429450989,0.8030214905738831,0.2708260715007782,0.8837588429450989,0.8837588429450989,,,,,,
40,6600,,,,,,,,,,,,,0.951431393623352,0.8300100564956665,0.7306323051452637,0.37107688188552856,0.8300100564956665,0.8300100564956665
40,6600,,,,,,,0.9679397940635681,0.8877890706062317,0.8102690577507019,0.2628938555717468,0.8877890706062317,0.8877890706062317,,,,,,
41,6761,,,,,,,,,,,,,0.9501800537109375,0.8256300091743469,0.7230368256568909,0.37331128120422363,0.8256300091743469,0.8256300091743469
41,6761,,,,,,,0.9686010479927063,0.8901023864746094,0.8115095496177673,0.2591334283351898,0.8901023864746094,0.8901023864746094,,,,,,
42,6762,0.9503237009048462,0.8261328935623169,0.724770724773407,0.2949990928173065,0.8261328935623169,0.8261328935623169,,,,,,,,,,,,
42,6762,0.9503962397575378,0.8263868093490601,0.7244332432746887,0.29264992475509644,0.8263868093490601,0.8263868093490601,,,,,,,,,,,,
